InputTerm,BestMatch,URI,Comment
needle previous year',needle,http://purl.obolibrary.org/obo/BTO_0000917,
needle previous year's,needle,http://purl.obolibrary.org/obo/BTO_0000917,
needle this year',needle,http://purl.obolibrary.org/obo/BTO_0000917,
needle this year's,needle,http://purl.obolibrary.org/obo/BTO_0000917,
needle tip,needle,http://purl.obolibrary.org/obo/BTO_0000917,
nephridial system,nephridium,http://purl.obolibrary.org/obo/UBERON_0006972,
nephridial system cloaca,nephridium,http://purl.obolibrary.org/obo/UBERON_0006972,
nervous system,nervous system,http://purl.obolibrary.org/obo/UBERON_0001016,
nervoussystem,nervous system,http://purl.obolibrary.org/obo/UBERON_0001016,
nervous tissue,neural tissue,http://purl.obolibrary.org/obo/UBERON_0003714,
nictitating membrane,nictitating membrane,http://purl.obolibrary.org/obo/UBERON_0010207,
nictitating membrane duct,nictitating membrane,http://purl.obolibrary.org/obo/UBERON_0010207,
nostril,external naris,http://purl.obolibrary.org/obo/UBERON_0005928,
nuchae ligament,nuchal ligament,http://purl.obolibrary.org/obo/UBERON_0000351,
nuchal ligament,nuchal ligament,http://purl.obolibrary.org/obo/UBERON_0000351,
nut,Tree Nut,http://purl.obolibrary.org/obo/NCIT_C72067,
nut kernel,nut food product,http://purl.obolibrary.org/obo/FOODON_00001172,
nutlet,nut fruit,http://purl.obolibrary.org/obo/PO_0030102,
occasionally gill,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
ocular cavity,Ocular,http://purl.obolibrary.org/obo/NCIT_C87163,
ocular muscle,extraocular muscle,http://purl.obolibrary.org/obo/BTO_0001579,
of ear,ear,http://purl.obolibrary.org/obo/UBERON_0001690,
of leg,leg,http://purl.obolibrary.org/obo/UBERON_0000978,
oil,oil,http://purl.obolibrary.org/obo/ENVO_00002985,
olfactory organ,olfactory organ,http://purl.obolibrary.org/obo/UBERON_0002268,
omental fat,Omentum,http://purl.obolibrary.org/obo/NCIT_C33209,
on stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,
on tail,caudal fin,http://purl.obolibrary.org/obo/UBERON_4000164,
on tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,
oogonium,oocyte,http://purl.obolibrary.org/obo/CL_0000023,
opercular cavity,opercular cavity,http://purl.obolibrary.org/obo/UBERON_2002154,
opercular region,operculum of brain,http://purl.obolibrary.org/obo/UBERON_0010262,
operculum cyst,cyst,http://purl.obolibrary.org/obo/BTO_0000320,
operculum region,operculum of brain,http://purl.obolibrary.org/obo/UBERON_0010262,
optical cavity,lens vesicle cavity,http://purl.obolibrary.org/obo/UBERON_0005688,
oral cavity,oral cavity,http://purl.obolibrary.org/obo/UBERON_0000167,
orbit,orbit of skull,http://purl.obolibrary.org/obo/UBERON_0001697,
outer bark,bark,http://purl.obolibrary.org/obo/PO_0004518,
outer stomach muscle,stomach smooth muscle,http://purl.obolibrary.org/obo/UBERON_0004222,
outside of lg intestine,intestine environment,http://purl.obolibrary.org/obo/ENVO_2100002,
outside stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,
ovarie,Ovarian,http://purl.obolibrary.org/obo/NCIT_C28047,
oviduct,oviduct,http://purl.obolibrary.org/obo/UBERON_0000993,
ovule,egg cell,http://purl.obolibrary.org/obo/CL_0000025,
pancrea,pancreas,http://purl.obolibrary.org/obo/UBERON_0001264,
pancreas cyst,Pancreatic Cyst,http://purl.obolibrary.org/obo/NCIT_C3304,
pancreas interlobary canal,intercalated duct of pancreas,http://purl.obolibrary.org/obo/UBERON_0014726,
pancreatic,Pancreatic,http://purl.obolibrary.org/obo/NCIT_C25726,
pancreatic cyst,Pancreatic Cyst,http://purl.obolibrary.org/obo/NCIT_C3304,
pancreatic duct,ventral pancreatic duct,http://purl.obolibrary.org/obo/UBERON_0001064,
paper,sheet of paper,http://purl.obolibrary.org/obo/ENVO_03501256,
paracloacal glands-cloaca,cloacal gland,http://purl.obolibrary.org/obo/UBERON_0012478,
parenchyma,parenchyma,http://purl.obolibrary.org/obo/UBERON_0000353,
patch,patch,http://purl.obolibrary.org/obo/PATO_0001608,
paunch,rumen,http://purl.obolibrary.org/obo/UBERON_0007365,
peat,peat soil,http://purl.obolibrary.org/obo/ENVO_00005774,
pectoral,Pectoral,http://purl.obolibrary.org/obo/NCIT_C25611,
pectoral fin,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,
pectoral fin base,pectoral fin base,http://purl.obolibrary.org/obo/UBERON_4300147,
pectoral fin muscle,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,
pectoral region,pectoral girdle region,http://purl.obolibrary.org/obo/UBERON_0001421,
pelt,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,
pelvi,pelvis,http://purl.obolibrary.org/obo/NCIT_C12767,
pelvis,pelvis,http://purl.obolibrary.org/obo/NCIT_C12767,
pelvic cavity,pelvic cavity,http://purl.obolibrary.org/obo/UBERON_0008203,
pelvic fin,pelvic fin,http://purl.obolibrary.org/obo/UBERON_0000152,
pelvic flexture of colon,sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,
penile urethra,male urethra,http://purl.obolibrary.org/obo/BTO_0004089,
peri-anal,Perianal Region,http://purl.obolibrary.org/obo/NCIT_C99148,
pericardial cavity,pericardial cavity,http://purl.obolibrary.org/obo/UBERON_0001074,
peripheral blood,Peripheral Blood Stem Cell Transplantation,http://purl.obolibrary.org/obo/NCIT_C15430,
perirectal,perirectal space,http://purl.obolibrary.org/obo/UBERON_8480019,
perirenal fat,perirenal fat,http://purl.obolibrary.org/obo/UBERON_0005406,
peritoneal,Peritoneal,http://purl.obolibrary.org/obo/NCIT_C25313,
peritoneal cavitie,peritoneal cavity,http://purl.obolibrary.org/obo/BTO_0001782,
peritoneal cavity,peritoneal cavity,http://purl.obolibrary.org/obo/UBERON_0001179,
peritoneal cavity fluid,peritoneal fluid,http://purl.obolibrary.org/obo/UBERON_0001268,
peritoneal cyst,Peritoneal Inclusion Cyst,http://purl.obolibrary.org/obo/NCIT_C179631,
peritoneal serosa,Peritoneal,http://purl.obolibrary.org/obo/NCIT_C25313,
peritoneal tissue,Peritoneal,http://purl.obolibrary.org/obo/NCIT_C25313,
peritoneum,peritoneum,http://purl.obolibrary.org/obo/UBERON_0002358,
peritoneum cyst,peritoneum,http://purl.obolibrary.org/obo/UBERON_0002358,
peritoneum encysted,peritoneum,http://purl.obolibrary.org/obo/UBERON_0002358,
peritoneum near anu,peritoneum,http://purl.obolibrary.org/obo/UBERON_0002358,
pharyngeal teeth,ceratobranchial 5 tooth,http://purl.obolibrary.org/obo/UBERON_2000694,
pharynx,pharynx,http://purl.obolibrary.org/obo/UBERON_0006562,
pharynx at post mortem,pharynx,http://purl.obolibrary.org/obo/UBERON_0006562,
pinnae,pinna,http://purl.obolibrary.org/obo/UBERON_0001757,
pith in pruned twig,pith,http://purl.obolibrary.org/obo/PO_0006109,
pith young stem,"Pith, Stem",http://purl.obolibrary.org/obo/NCIT_C79657,
placenta,placenta,http://purl.obolibrary.org/obo/UBERON_0001987,
plant seed,seed,http://purl.obolibrary.org/obo/PO_0009010,
plant stem,stem,http://purl.obolibrary.org/obo/PO_0009047,
plasma,blood plasma,http://purl.obolibrary.org/obo/UBERON_0001969,
plate,insect sclerite,http://purl.obolibrary.org/obo/UBERON_6004475,
plerual cav,pleural cavity,http://purl.obolibrary.org/obo/UBERON_0002402,
plerual cavity,pleural cavity,http://purl.obolibrary.org/obo/UBERON_0002402,
pleural,Pleura,http://purl.obolibrary.org/obo/NCIT_C12469,
pleural cavity,pleural cavity,http://purl.obolibrary.org/obo/UBERON_0002402,
pleural diaphragm wall,pleura,http://purl.obolibrary.org/obo/UBERON_0000977,
pleura of lung encysted,visceral pleura,http://purl.obolibrary.org/obo/UBERON_0002401,
pork chop,pork chop food product,http://purl.obolibrary.org/obo/FOODON_00001049,
portal,Portal,http://purl.obolibrary.org/obo/NCIT_C38007,
portal vein,hepatic portal vein,http://purl.obolibrary.org/obo/UBERON_0001639,
posterior-most intestine,ileum,http://purl.obolibrary.org/obo/BTO_0000620,
posterior vena cava,inferior vena cava,http://purl.obolibrary.org/obo/UBERON_0001072,
post mortem wandering,Postmortem,http://purl.obolibrary.org/obo/NCIT_C94193,
postorbital region,postorbital bone,http://purl.obolibrary.org/obo/UBERON_0011169,
preputial cavity,preputial space,http://purl.obolibrary.org/obo/UBERON_0035144,
proventri,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,
proventricular-gizzard isthimu,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,
proventricular gland,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,
proventricular mucosa,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,
proventriculu,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,
proximal colon,right colon,http://purl.obolibrary.org/obo/UBERON_0008972,
pubic hair,strand of pubic hair,http://purl.obolibrary.org/obo/UBERON_0013698,
pulm arterie,pulmonary artery,http://purl.obolibrary.org/obo/UBERON_0002012,
pulm artery,pulmonary artery,http://purl.obolibrary.org/obo/UBERON_0002012,
pulmon,lung,http://purl.obolibrary.org/obo/UBERON_0002048,
pulmonary arterie,pulmonary artery,http://purl.obolibrary.org/obo/UBERON_0002012,
pulmonary artery,pulmonary artery,http://purl.obolibrary.org/obo/UBERON_0002012,
pustule,Pustular Lesion,http://purl.obolibrary.org/obo/NCIT_C78582,
pyloric appendice,actinopterygian pyloric caecum,http://purl.obolibrary.org/obo/UBERON_4300174,
pyloric caeca,actinopterygian pyloric caecum,http://purl.obolibrary.org/obo/UBERON_4300174,
pyloric caec,actinopterygian pyloric caecum,http://purl.obolibrary.org/obo/UBERON_4300174,
pyloric ceca,actinopterygian pyloric caecum,http://purl.obolibrary.org/obo/UBERON_4300174,
pyloric cecae,actinopterygian pyloric caecum,http://purl.obolibrary.org/obo/UBERON_4300174,
pyloric cecal valve,pyloric sphincter,http://purl.obolibrary.org/obo/UBERON_0001202,
pyloric cecum,actinopterygian pyloric caecum,http://purl.obolibrary.org/obo/UBERON_4300174,
pyloric pouche,pyloric stomach,http://purl.obolibrary.org/obo/UBERON_0008246,
pyloric region,pyloric region,http://purl.obolibrary.org/obo/BTO_0001146,
pyloric stomach,pyloric stomach,http://purl.obolibrary.org/obo/BTO_0002121,
pyloru,pylorus,http://purl.obolibrary.org/obo/UBERON_0001166,
rachis,feather rachis,http://purl.obolibrary.org/obo/UBERON_0008288,
rachi,feather rachis,http://purl.obolibrary.org/obo/UBERON_0008288,
rachide,feather rachis,http://purl.obolibrary.org/obo/UBERON_0008288,
rachis base,feather rachis,http://purl.obolibrary.org/obo/UBERON_0008288,
ray floret,ray floret,http://purl.obolibrary.org/obo/BTO_0003785,
rectal area,rectum,http://purl.obolibrary.org/obo/UBERON_0001052,
rectal caeca,rectum,http://purl.obolibrary.org/obo/UBERON_0001052,
rectal gland,rectal salt gland,http://purl.obolibrary.org/obo/UBERON_0004757,
rectal smear,Rectal,http://purl.obolibrary.org/obo/NCIT_C25224,
remains of meat,Meat,http://purl.obolibrary.org/obo/NCIT_C126482,
renal capsule,kidney capsule,http://purl.obolibrary.org/obo/UBERON_0002015,
renal ductwork,mesonephric duct,http://purl.obolibrary.org/obo/UBERON_0003074,
renal tissue,Renal Tissue,http://purl.obolibrary.org/obo/NCIT_C33461,
renal ureter,Kidney and Ureter,http://purl.obolibrary.org/obo/NCIT_C61107,
resin exudate,resin,http://purl.obolibrary.org/obo/ENVO_03510018,
resinous exudate,resin,http://purl.obolibrary.org/obo/ENVO_03510018,
resinous sap flow,plant sap,http://purl.obolibrary.org/obo/PO_0025538,
respiratorysystem,Respiratory System Finding,http://purl.obolibrary.org/obo/NCIT_C45233,
retro peritoneal,Peritoneal,http://purl.obolibrary.org/obo/NCIT_C25313,
retroperitoneal,Retroperitoneal,http://purl.obolibrary.org/obo/NCIT_C28256,
rhachi,rhachis,http://purl.obolibrary.org/obo/HAO_0000898,
righr side of body near belly,lateral lumbar region of abdomen,http://purl.obolibrary.org/obo/UBERON_0000180,
right,right side,http://purl.obolibrary.org/obo/BSPO_0000007,
right heart,heart,http://purl.obolibrary.org/obo/UBERON_0000948,
right lung,right lung,http://purl.obolibrary.org/obo/UBERON_0002167,
right opercular cavity,opercular cavity,http://purl.obolibrary.org/obo/UBERON_2002154,
right pelvic fin,pelvic fin,http://purl.obolibrary.org/obo/UBERON_0000152,
roof of mouth,secondary palate,http://purl.obolibrary.org/obo/UBERON_0001716,
root after stem,root,http://purl.obolibrary.org/obo/PO_0009005,
root bark,bark,http://purl.obolibrary.org/obo/PO_0004518,
rootlets near rhizome,obsolete rootlet,http://purl.obolibrary.org/obo/UBERON_0000364,
rootstock,rhizome,http://purl.obolibrary.org/obo/PO_0004542,
rootstock upper part,rhizome,http://purl.obolibrary.org/obo/PO_0004542,
rt abdominal air sac,abdominal air sac,http://purl.obolibrary.org/obo/UBERON_0009067,
rt atrium,atrium,http://purl.obolibrary.org/obo/BTO_0000903,
rt auricle heart,Cardiac Atrium,http://purl.obolibrary.org/obo/NCIT_C12728,
rt axillary rib cage,thoracic rib cage,http://purl.obolibrary.org/obo/UBERON_0003252,
rt cheek,cheek,http://purl.obolibrary.org/obo/UBERON_0001567,
rt common carotid artery,Common Carotid Artery,http://purl.obolibrary.org/obo/NCIT_C32352,
rt eye anterior chamber,anterior chamber of eyeball,http://purl.obolibrary.org/obo/UBERON_0001766,
rt f leg,leg,http://purl.obolibrary.org/obo/UBERON_0000978,
rt heart,heart,http://purl.obolibrary.org/obo/UBERON_0000948,
rt hindleg,hind leg,http://purl.obolibrary.org/obo/HAO_0000399,
rt kidney,kidney,http://purl.obolibrary.org/obo/BTO_0000671,
rt pect fin,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,
rt pulm,right lung,http://purl.obolibrary.org/obo/UBERON_0002167,
rt side near ant dorsal fin,anterior dorsal fin,http://purl.obolibrary.org/obo/UBERON_4200023,
rt ventric,cardiac ventricle,http://purl.obolibrary.org/obo/UBERON_0002082,
rt ventricle,cardiac ventricle,http://purl.obolibrary.org/obo/UBERON_0002082,
rt ventricle heart,cardiac ventricle,http://purl.obolibrary.org/obo/UBERON_0002082,
rt ventricle of brain,Brain Ventricle,http://purl.obolibrary.org/obo/NCIT_C12356,
rumen wall,rumen,http://purl.obolibrary.org/obo/BTO_0001194,
runner,stolon,http://purl.obolibrary.org/obo/BTO_0001306,
salivary gland,saliva-secreting gland,http://purl.obolibrary.org/obo/UBERON_0001044,
scrotum,scrotum,http://purl.obolibrary.org/obo/UBERON_0001300,
secondary lamellae,carina,http://purl.obolibrary.org/obo/HAO_0000188,
seed capsule,seed coat,http://purl.obolibrary.org/obo/PO_0009088,
seed head,seed,http://purl.obolibrary.org/obo/PO_0009010,
seedhead,seed,http://purl.obolibrary.org/obo/PO_0009010,
seeds in capsule,seed,http://purl.obolibrary.org/obo/PO_0009010,
sera,Serum,http://purl.obolibrary.org/obo/NCIT_C13325,
serous coat of stomach,serosa of stomach,http://purl.obolibrary.org/obo/UBERON_0001201,
serum,blood serum,http://purl.obolibrary.org/obo/UBERON_0001977,
sex gland,reproductive gland,http://purl.obolibrary.org/obo/UBERON_0003937,
shell alive,shell,http://purl.obolibrary.org/obo/UBERON_0006612,
shell fragment,shell,http://purl.obolibrary.org/obo/UBERON_0006612,
shoot apical,shoot,http://purl.obolibrary.org/obo/PO_0025029,
shoot one year old,shoot,http://purl.obolibrary.org/obo/PO_0025029,
shoots lower,shoot,http://purl.obolibrary.org/obo/PO_0025029,
shoot terminal,shoot,http://purl.obolibrary.org/obo/PO_0025029,
shoot underground,shoot,http://purl.obolibrary.org/obo/PO_0025029,
shoot vegetative,vegetative cell,http://purl.obolibrary.org/obo/BTO_0001434,
shoulder muscle,muscle of shoulder,http://purl.obolibrary.org/obo/UBERON_0001482,
siatic nerve,sciatic nerve,http://purl.obolibrary.org/obo/UBERON_0001322,
side branch,branch,http://purl.obolibrary.org/obo/PO_0025073,
side-shoot,2 formation of axillary shoot stage,http://purl.obolibrary.org/obo/PO_0007073,
sinuses,paranasal sinus,http://purl.obolibrary.org/obo/UBERON_0001825,
sinuse,paranasal sinus,http://purl.obolibrary.org/obo/UBERON_0001825,
sinus,paranasal sinus,http://purl.obolibrary.org/obo/UBERON_0001825,
sinu,paranasal sinus,http://purl.obolibrary.org/obo/UBERON_0001825,
skeletal,Skeletal System,http://purl.obolibrary.org/obo/NCIT_C12788,
skeletal musculature,skeletal musculature,http://purl.obolibrary.org/obo/UBERON_0018254,
skin- abdominal surface,skin of abdomen,http://purl.obolibrary.org/obo/UBERON_0001416,
skin at base of leg,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,
skin beneath,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,
skin between eye,Skin Around the Eye,http://purl.obolibrary.org/obo/NCIT_C170599,
skin between toe,pedal digit skin,http://purl.obolibrary.org/obo/UBERON_0003530,
skin cyst,Skin Cyst,http://purl.obolibrary.org/obo/NCIT_C3884,
skin dorsal,skin of back,http://purl.obolibrary.org/obo/UBERON_0001068,
skin dorsal fin,dorsal fin,http://purl.obolibrary.org/obo/BTO_0004650,
skin-dorsal ridge,dorsal ridge,http://purl.obolibrary.org/obo/UBERON_4200173,
skin esp face,skin of face,http://purl.obolibrary.org/obo/UBERON_1000021,
skin head,skin of head,http://purl.obolibrary.org/obo/UBERON_0001084,
skin lesions head,Skin Lesion,http://purl.obolibrary.org/obo/NCIT_C158524,
skin of head,skin of head,http://purl.obolibrary.org/obo/UBERON_0001084,
skin of hind leg,hindlimb skin,http://purl.obolibrary.org/obo/UBERON_0003532,
skin of shoulder area,Skin of the Upper Limb and Shoulder,http://purl.obolibrary.org/obo/NCIT_C12296,
skin subcutaneous tissue,Skin/Subcutaneous Tissue,http://purl.obolibrary.org/obo/NCIT_C92441,
small int,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
small intestine first third,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
small intestine middle part,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
sm bowel,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
sm bronchi,bronchus,http://purl.obolibrary.org/obo/UBERON_0002185,
sm int,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
sm intestinal cyst,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
sm intestine cyst,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
sm intestinal wall,wall of intestine,http://purl.obolibrary.org/obo/UBERON_0001262,
sm intestine ant,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
sm intestine anterior,duodenum,http://purl.obolibrary.org/obo/BTO_0000365,
sm intestine duodenum,duodenum,http://purl.obolibrary.org/obo/BTO_0000365,
sm intestine feces,feces,http://purl.obolibrary.org/obo/UBERON_0001988,
sm intestine fece,feces,http://purl.obolibrary.org/obo/UBERON_0001988,
sm intestine ileum,ileum,http://purl.obolibrary.org/obo/BTO_0000620,
sm intestine jejenum,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,
sm intestine jejunum,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,
sm intestine lining cyst,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
sm intestine mid,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
sm intestine nodule,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
sm intestine post duodenum,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
sm intestine post ileum,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
sm intestine terminal ileum,Terminal Ileum,http://purl.obolibrary.org/obo/NCIT_C33757,
sm intestine wash,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
snail antenna,antenna,http://purl.obolibrary.org/obo/UBERON_0000972,
soil below,soil,http://purl.obolibrary.org/obo/ENVO_00001998,
somatic muscle,skeletal muscle tissue,http://purl.obolibrary.org/obo/UBERON_0001134,
sperm,semen,http://purl.obolibrary.org/obo/UBERON_0001968,
spinal canal,vertebral canal,http://purl.obolibrary.org/obo/UBERON_0006692,
spine,vertebral column,http://purl.obolibrary.org/obo/UBERON_0001130,
sporocyst in digestive gland,digestive system gland,http://purl.obolibrary.org/obo/UBERON_0006925,
sporocyst in mantle,mantle,http://purl.obolibrary.org/obo/UBERON_0006575,
sputum,sputum,http://purl.obolibrary.org/obo/UBERON_0007311,
squamule,lodicule,http://purl.obolibrary.org/obo/PO_0009036,
stalk lodged in furrow,sulcus,http://purl.obolibrary.org/obo/HAO_0000978,
stem after leaf,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem at end of mine,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem basal internode,stem internode,http://purl.obolibrary.org/obo/PO_0020142,
stem base -external,stem base,http://purl.obolibrary.org/obo/PO_0008039,
stem cambium,cambium,http://purl.obolibrary.org/obo/PO_0005597,
stem cut end,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem esp,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem esp node,stem node,http://purl.obolibrary.org/obo/PO_0020141,
stem just above soil level,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem just above waterline,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem just below inflorescence,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem mine,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem near a node,stem node,http://purl.obolibrary.org/obo/PO_0020141,
stem near base,stem base,http://purl.obolibrary.org/obo/PO_0008039,
stem near node,stem node,http://purl.obolibrary.org/obo/PO_0020141,
sterile colony,sterile,http://purl.obolibrary.org/obo/PATO_0000956,
sternum,sternum,http://purl.obolibrary.org/obo/UBERON_0000975,
stifel joint,Stifle Joint,http://purl.obolibrary.org/obo/NCIT_C98784,
stomach connective tissue,abdomen connective tissue,http://purl.obolibrary.org/obo/UBERON_0003567,
stomach cyst,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,
stomach epithelia,epithelium of stomach,http://purl.obolibrary.org/obo/UBERON_0001276,
stomach inside,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,
stomach lining,mucosa of stomach,http://purl.obolibrary.org/obo/UBERON_0001199,
stomach mesentery,mesentery of stomach,http://purl.obolibrary.org/obo/UBERON_0003281,
stomach mucosa,mucosa of stomach,http://purl.obolibrary.org/obo/UBERON_0001199,
stomach mucous lining,mucosa of stomach,http://purl.obolibrary.org/obo/UBERON_0001199,
stomach mucus memb,mucosa of stomach,http://purl.obolibrary.org/obo/UBERON_0001199,
stomach muscle,stomach smooth muscle,http://purl.obolibrary.org/obo/UBERON_0004222,
stomach nodule,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,
stomach peritoneum cyst,Peritoneal Inclusion Cyst,http://purl.obolibrary.org/obo/NCIT_C179631,
stomach peritoneum encapsulat,serosa of stomach,http://purl.obolibrary.org/obo/UBERON_0001201,
stomach surface,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,
stomach tumor,Gastric Neoplasm,http://purl.obolibrary.org/obo/NCIT_C3387,
stomach wall,wall of stomach,http://purl.obolibrary.org/obo/UBERON_0001167,
stomach wall cyst,wall of stomach,http://purl.obolibrary.org/obo/UBERON_0001167,
stomach wall cysts coelom,wall of stomach,http://purl.obolibrary.org/obo/UBERON_0001167,
stomach wall muscle,muscle of abdomen,http://purl.obolibrary.org/obo/UBERON_0002378,
striated muscle-body flank,striated muscle tissue,http://purl.obolibrary.org/obo/UBERON_0002036,
subcutaenou,subcutaneous,http://purl.obolibrary.org/obo/NCIT_C13353,
subcutaenous,subcutaneous,http://purl.obolibrary.org/obo/NCIT_C13353,
subcutaneous,subcutaneous,http://purl.obolibrary.org/obo/NCIT_C13353,
subcutaneou,subcutaneous,http://purl.obolibrary.org/obo/NCIT_C13353,
subcutaneous above vent,subcutaneous,http://purl.obolibrary.org/obo/NCIT_C13353,
subcutaneous conn tissue,hypodermis,http://purl.obolibrary.org/obo/UBERON_0002072,
subcutaneous cyst,subcutaneous,http://purl.obolibrary.org/obo/NCIT_C13353,
subcutaneous cyst- lat,subcutaneous,http://purl.obolibrary.org/obo/NCIT_C13353,
subcutaneous-ear,subcutaneous,http://purl.obolibrary.org/obo/NCIT_C13353,
subcutaneous fat of belly,subcutaneous abdominal adipose tissue,http://purl.obolibrary.org/obo/UBERON_0014455,
subcutaneous muscle,subcutaneous,http://purl.obolibrary.org/obo/NCIT_C13353,
subcutaneous near anus,Subcutaneous,http://purl.obolibrary.org/obo/NCIT_C13353,
subcutaneous near anu,Subcutaneous,http://purl.obolibrary.org/obo/NCIT_C13353,
subcutaneous nodule,Subcutaneous Nodule,http://purl.obolibrary.org/obo/NCIT_C39618,
subcutaneous -stifle joint,stifle joint,http://purl.obolibrary.org/obo/UBERON_0011123,
subcutaneous tissue,hypodermis,http://purl.obolibrary.org/obo/UBERON_0002072,
subcutaneous ti,hypodermis,http://purl.obolibrary.org/obo/UBERON_0002072,
subcutaneous tissue cyst,hypodermis,http://purl.obolibrary.org/obo/UBERON_0002072,
subcutaneous tissue of trunk,hypodermis,http://purl.obolibrary.org/obo/UBERON_0002072,
subcutaneous tissue skin,Skin/Subcutaneous Tissue,http://purl.obolibrary.org/obo/NCIT_C92441,
sub-dermal,subdermal,http://purl.obolibrary.org/obo/PATO_0002438,
subdermal cyst,subdermal,http://purl.obolibrary.org/obo/PATO_0002438,
subdermal flank,subdermal,http://purl.obolibrary.org/obo/PATO_0002438,
subdermal - head,subdermal,http://purl.obolibrary.org/obo/PATO_0002438,
subdural space crainium,subdural space,http://purl.obolibrary.org/obo/UBERON_0000416,
submucosa of intestine,intestinal submucosa,http://purl.obolibrary.org/obo/UBERON_0009566,
submucosa sm intestine,intestinal submucosa,http://purl.obolibrary.org/obo/UBERON_0009566,
submucous of stomach,submucosa of stomach,http://purl.obolibrary.org/obo/UBERON_0001200,
subserosa pyloric ceca,actinopterygian pyloric caecum,http://purl.obolibrary.org/obo/UBERON_4300174,
sucker shoot,root-borne shoot system,http://purl.obolibrary.org/obo/PO_0004544,
surface sapwood branch,sapwood,http://purl.obolibrary.org/obo/PO_0004513,
swab,Swab,http://purl.obolibrary.org/obo/NCIT_C17627,
swim bladder lumen,swim bladder,http://purl.obolibrary.org/obo/UBERON_0006860,
swimbladder serosa,swim bladder,http://purl.obolibrary.org/obo/UBERON_0006860,
synnema,synnemata,,
synnematum,synnemata,,
tail fin,caudal fin,http://purl.obolibrary.org/obo/UBERON_4000164,
tap-root upper part,primary root,http://purl.obolibrary.org/obo/PO_0020127,
tarso-metarsal joint,intertarsal joint,http://purl.obolibrary.org/obo/UBERON_0008447,
tear sac,secretion of lacrimal gland,http://purl.obolibrary.org/obo/UBERON_0001827,
teeth,dentition,http://purl.obolibrary.org/obo/UBERON_0003672,
temporalis muscle embedded,temporalis muscle,http://purl.obolibrary.org/obo/UBERON_0001598,
terminal bronchiole,terminal bronchiole,http://purl.obolibrary.org/obo/UBERON_0002187,
teste,testis,http://purl.obolibrary.org/obo/UBERON_0000473,
testicle,testis,http://purl.obolibrary.org/obo/UBERON_0000473,
testicula,testis,http://purl.obolibrary.org/obo/BTO_0001363,
testis abce,testis,http://purl.obolibrary.org/obo/UBERON_0000473,
thallus stump,Thallus,http://purl.obolibrary.org/obo/NCIT_C79679,
thallus tip,Thallus,http://purl.obolibrary.org/obo/NCIT_C79679,
thallus underside,thallus,http://purl.obolibrary.org/obo/PO_0030027,
then rootstock,rhizome,http://purl.obolibrary.org/obo/PO_0004542,
thigh,hindlimb stylopod,http://purl.obolibrary.org/obo/UBERON_0000376,
thigh muscle,hindlimb stylopod muscle,http://purl.obolibrary.org/obo/UBERON_0004252,
